customer_id,customer_name,email,phone,country,city,signup_date,acquisition_channel,segment,customer_status
143,Customer_00143,customer_00143@email.com,+19714286558,USA,Phoenix,2021-03-28,partnership,standard,active
144,Customer_00144,customer_00144@email.com,+15860851904,Germany,Berlin,2021-02-24,referral,standard,active
145,Customer_00145,customer_00145@email.com,+17197239148,Germany,Munich,2021-10-02,organic,churned,churned
146,Customer_00146,customer_00146@email.com,+12441495235,Germany,Cologne,2021-10-13,direct,at_risk,inactive
147,Customer_00147,customer_00147@email.com,+18040344895,UK,Leeds,2022-09-29,organic,standard,active
148,Customer_00148,customer_00148@email.com,+16958768829,UK,Manchester,2022-09-06,direct,standard,active
149,Customer_00149,customer_00149@email.com,+15482238042,USA,Houston,2021-12-09,organic,at_risk,active
150,Customer_00150,customer_00150@email.com,+19458487593,USA,Phoenix,2021-06-03,direct,at_risk,dormant
151,Customer_00151,customer_00151@email.com,+15997823785,India,Chennai,2022-03-02,social_media,standard,active
152,Customer_00152,customer_00152@email.com,+15482141802,Canada,Montreal,2021-10-12,referral,standard,active
153,Customer_00153,customer_00153@email.com,+19676715071,USA,Houston,2021-07-09,social_media,at_risk,inactive
154,Customer_00154,customer_00154@email.com,+15745927824,Germany,Berlin,2022-08-17,partnership,standard,active
155,Customer_00155,customer_00155@email.com,+12955345537,Australia,Perth,2022-10-25,partnership,standard,active
156,Customer_00156,customer_00156@email.com,+13976987348,Germany,Munich,2022-11-20,organic,high_value,active
157,Customer_00157,customer_00157@email.com,+19710950182,USA,Chicago,2021-12-24,referral,standard,active
158,Customer_00158,customer_00158@email.com,+16396605275,Australia,Perth,2022-03-27,direct,standard,active
159,Customer_00159,customer_00159@email.com,+13409874348,Germany,Cologne,2022-11-02,organic,premium,active
160,Customer_00160,customer_00160@email.com,+13198832728,Germany,Munich,2021-05-08,paid_search,premium,active
161,Customer_00161,customer_00161@email.com,+18011572894,France,Paris,2021-03-28,paid_search,standard,active
162,Customer_00162,customer_00162@email.com,+14303029031,UK,London,2022-10-16,paid_search,standard,active
163,Customer_00163,customer_00163@email.com,+16790356326,UK,London,2022-11-16,social_media,high_value,active
164,Customer_00164,customer_00164@email.com,+17061910235,France,Marseille,2022-11-15,organic,standard,active
165,Customer_00165,customer_00165@email.com,+13140169349,USA,New York,2022-04-24,partnership,standard,active
166,Customer_00166,customer_00166@email.com,+13866437132,India,Delhi,2021-07-25,social_media,standard,active
167,Customer_00167,customer_00167@email.com,+13347233823,India,Delhi,2022-01-02,organic,high_value,active
168,Customer_00168,customer_00168@email.com,+14196545325,Canada,Montreal,2022-12-30,direct,standard,active
169,Customer_00169,customer_00169@email.com,+14476426797,Japan,Kobe,2022-04-03,paid_search,standard,active
170,Customer_00170,customer_00170@email.com,+15044209616,Japan,Kobe,2021-04-11,paid_search,premium,active
171,Customer_00171,customer_00171@email.com,+18607601004,USA,New York,2022-05-16,organic,standard,dormant
172,Customer_00172,customer_00172@email.com,+19481618602,USA,New York,2021-07-26,social_media,standard,active
173,Customer_00173,customer_00173@email.com,+13564319318,Canada,Toronto,2022-09-15,paid_search,standard,active
174,Customer_00174,customer_00174@email.com,+19147846420,France,Lyon,2021-04-19,referral,standard,dormant
175,Customer_00175,customer_00175@email.com,+17643224710,Canada,Vancouver,2021-11-03,paid_search,at_risk,inactive
176,Customer_00176,customer_00176@email.com,+15642197907,India,Delhi,2021-10-16,paid_search,churned,churned
177,Customer_00177,customer_00177@email.com,+17584841616,Germany,Berlin,2022-03-19,organic,standard,active
178,Customer_00178,customer_00178@email.com,+13754034197,France,Marseille,2021-04-18,organic,standard,active
179,Customer_00179,customer_00179@email.com,+12546696950,France,Lyon,2021-05-05,organic,at_risk,active
180,Customer_00180,customer_00180@email.com,+18100770558,Canada,Montreal,2021-07-08,paid_search,churned,churned
181,Customer_00181,customer_00181@email.com,+15877520294,Japan,Osaka,2022-02-14,social_media,at_risk,active
182,Customer_00182,customer_00182@email.com,+13292569882,Japan,Osaka,2022-09-06,organic,standard,active
183,Customer_00183,customer_00183@email.com,+12001743499,Canada,Vancouver,2021-10-18,referral,standard,active
184,Customer_00184,customer_00184@email.com,+18141322824,UK,Birmingham,2022-07-13,referral,standard,active
185,Customer_00185,customer_00185@email.com,+14811939242,France,Toulouse,2021-01-08,social_media,standard,active
186,Customer_00186,customer_00186@email.com,+18194029161,Japan,Tokyo,2022-10-04,referral,high_value,active
187,Customer_00187,customer_00187@email.com,+18327286466,France,Marseille,2021-08-09,paid_search,standard,active
188,Customer_00188,customer_00188@email.com,+19713867609,USA,Los Angeles,2022-12-23,social_media,standard,active
189,Customer_00189,customer_00189@email.com,+12364194056,UK,London,2022-07-18,direct,standard,active
190,Customer_00190,customer_00190@email.com,+19013427575,Germany,Berlin,2021-07-01,paid_search,standard,active
191,Customer_00191,customer_00191@email.com,+19810069284,USA,Phoenix,2022-02-18,referral,standard,active
192,Customer_00192,customer_00192@email.com,+14889635392,Germany,Cologne,2021-09-30,partnership,standard,active
193,Customer_00193,customer_00193@email.com,+12855256552,Canada,Toronto,2022-03-12,referral,premium,active
194,Customer_00194,customer_00194@email.com,+17346558002,Germany,Cologne,2022-05-18,organic,standard,dormant
195,Customer_00195,customer_00195@email.com,+19944562909,Germany,Berlin,2022-12-28,organic,standard,active
196,Customer_00196,customer_00196@email.com,+18074977868,France,Toulouse,2021-05-11,direct,standard,dormant
197,Customer_00197,customer_00197@email.com,+14990818727,India,Chennai,2022-03-13,referral,at_risk,active
198,Customer_00198,customer_00198@email.com,+13047905204,Germany,Munich,2022-12-10,paid_search,standard,active
199,Customer_00199,customer_00199@email.com,+16318782087,USA,New York,2021-08-17,social_media,high_value,active
200,Customer_00200,customer_00200@email.com,+16752756245,India,Bangalore,2022-11-24,organic,at_risk,active
201,Customer_00201,customer_00201@email.com,+14224611603,Japan,Yokohama,2021-06-27,organic,at_risk,active
202,Customer_00202,customer_00202@email.com,+17365265734,Germany,Berlin,2021-09-11,direct,at_risk,inactive
203,Customer_00203,customer_00203@email.com,+15442058095,France,Paris,2022-09-27,referral,at_risk,active
204,Customer_00204,customer_00204@email.com,+14557448229,USA,Houston,2021-05-14,referral,standard,active
205,Customer_00205,customer_00205@email.com,+15828645201,UK,London,2022-09-06,direct,high_value,active
206,Customer_00206,customer_00206@email.com,+19384225416,Australia,Sydney,2022-05-31,social_media,standard,active
207,Customer_00207,customer_00207@email.com,+14353092123,India,Mumbai,2022-07-29,organic,at_risk,active
208,Customer_00208,customer_00208@email.com,+19488943095,UK,Birmingham,2022-09-29,social_media,standard,active
209,Customer_00209,customer_00209@email.com,+17408186527,UK,Birmingham,2022-03-25,paid_search,standard,active
210,Customer_00210,customer_00210@email.com,+14738735023,UK,Leeds,2021-07-01,organic,standard,active
211,Customer_00211,customer_00211@email.com,+14238965651,UK,Manchester,2022-01-04,organic,standard,active
212,Customer_00212,customer_00212@email.com,+13179387055,France,Lyon,2021-04-19,referral,standard,active
213,Customer_00213,customer_00213@email.com,+13227193073,Australia,Perth,2022-02-12,referral,premium,dormant
214,Customer_00214,customer_00214@email.com,+17668109412,Japan,Osaka,2021-05-08,paid_search,high_value,active
215,Customer_00215,customer_00215@email.com,+12993260504,Canada,Toronto,2021-09-27,partnership,at_risk,active
216,Customer_00216,customer_00216@email.com,+12275860817,Japan,Tokyo,2021-04-29,partnership,at_risk,active
217,Customer_00217,customer_00217@email.com,+14330497115,France,Marseille,2023-01-01,direct,standard,active
218,Customer_00218,customer_00218@email.com,+13804502687,India,Bangalore,2021-03-12,paid_search,at_risk,active
219,Customer_00219,customer_00219@email.com,+18803569270,UK,Leeds,2022-02-23,organic,standard,active
220,Customer_00220,customer_00220@email.com,+19583170947,Japan,Kobe,2021-07-14,direct,at_risk,active
221,Customer_00221,customer_00221@email.com,+16320290756,Japan,Osaka,2021-09-14,referral,standard,active
222,Customer_00222,customer_00222@email.com,+15236151037,Canada,Montreal,2022-07-07,organic,standard,active
223,Customer_00223,customer_00223@email.com,+18094649997,Australia,Melbourne,2021-08-19,partnership,standard,active
224,Customer_00224,customer_00224@email.com,+18640587681,Japan,Yokohama,2021-03-11,organic,standard,active
225,Customer_00225,customer_00225@email.com,+12947206476,USA,New York,2022-10-10,paid_search,standard,active
226,Customer_00226,customer_00226@email.com,+13871901278,France,Toulouse,2022-10-31,partnership,standard,active
227,Customer_00227,customer_00227@email.com,+17738632686,USA,Phoenix,2022-06-01,paid_search,at_risk,inactive
228,Customer_00228,customer_00228@email.com,+18031494175,France,Toulouse,2021-03-03,organic,premium,active
229,Customer_00229,customer_00229@email.com,+18302392700,France,Toulouse,2021-11-04,social_media,standard,active
230,Customer_00230,customer_00230@email.com,+18967540601,Canada,Montreal,2022-06-22,social_media,standard,active
231,Customer_00231,customer_00231@email.com,+17987271398,France,Lyon,2021-03-29,organic,at_risk,inactive
232,Customer_00232,customer_00232@email.com,+12116402431,Japan,Yokohama,2021-10-01,direct,standard,active
233,Customer_00233,customer_00233@email.com,+16877792136,USA,Houston,2022-07-08,direct,standard,active
234,Customer_00234,customer_00234@email.com,+12215970859,USA,Chicago,2021-10-16,social_media,standard,active
235,Customer_00235,customer_00235@email.com,+12909074012,USA,Phoenix,2021-06-02,direct,standard,active
236,Customer_00236,customer_00236@email.com,+19564423989,India,Delhi,2022-09-28,partnership,standard,active
237,Customer_00237,customer_00237@email.com,+19524824890,France,Marseille,2021-10-07,partnership,high_value,active
238,Customer_00238,customer_00238@email.com,+12351784589,France,Marseille,2022-12-26,social_media,at_risk,active
239,Customer_00239,customer_00239@email.com,+14316787198,Germany,Hamburg,2021-04-18,organic,standard,dormant
240,Customer_00240,customer_00240@email.com,+13503068227,Australia,Melbourne,2021-08-06,partnership,standard,active
241,Customer_00241,customer_00241@email.com,+19650337695,Canada,Vancouver,2021-12-12,paid_search,premium,active
242,Customer_00242,customer_00242@email.com,+15239406957,Australia,Sydney,2022-04-21,social_media,standard,active
243,Customer_00243,customer_00243@email.com,+16382498806,Australia,Brisbane,2021-08-20,partnership,at_risk,active
244,Customer_00244,customer_00244@email.com,+12542114964,USA,Los Angeles,2022-07-28,paid_search,at_risk,inactive
245,Customer_00245,customer_00245@email.com,+18717198178,India,Chennai,2021-01-11,paid_search,standard,active
246,Customer_00246,customer_00246@email.com,+15004179184,USA,Los Angeles,2022-05-10,paid_search,standard,active
247,Customer_00247,customer_00247@email.com,+17015616183,France,Marseille,2021-08-26,partnership,standard,active
248,Customer_00248,customer_00248@email.com,+16786882219,Germany,Munich,2021-01-05,referral,at_risk,active
249,Customer_00249,customer_00249@email.com,+16143444172,India,Mumbai,2022-11-21,social_media,standard,active
250,Customer_00250,customer_00250@email.com,+16405255267,USA,Phoenix,2022-08-02,paid_search,at_risk,inactive
251,Customer_00251,customer_00251@email.com,+19204151741,Germany,Munich,2022-01-25,organic,at_risk,inactive
252,Customer_00252,customer_00252@email.com,+17998585123,France,Marseille,2022-07-18,organic,standard,active
253,Customer_00253,customer_00253@email.com,+16621369670,Germany,Hamburg,2021-02-16,direct,standard,active
254,Customer_00254,customer_00254@email.com,+14693985578,France,Lyon,2021-06-23,organic,standard,active
255,Customer_00255,customer_00255@email.com,+15317780148,Canada,Toronto,2021-02-08,social_media,standard,active
256,Customer_00256,customer_00256@email.com,+16814894825,Germany,Hamburg,2022-03-12,paid_search,at_risk,active
257,Customer_00257,customer_00257@email.com,+15361393222,Canada,Montreal,2022-05-20,partnership,standard,active
258,Customer_00258,customer_00258@email.com,+18134836840,India,Delhi,2021-11-22,referral,standard,active
259,Customer_00259,customer_00259@email.com,+18468052342,Australia,Brisbane,2022-08-07,organic,at_risk,inactive
260,Customer_00260,customer_00260@email.com,+15648899533,USA,Chicago,2022-01-02,organic,standard,active
261,Customer_00261,customer_00261@email.com,+16126551191,UK,London,2022-10-21,organic,at_risk,active
262,Customer_00262,customer_00262@email.com,+15559270786,USA,Phoenix,2021-04-26,paid_search,standard,active
263,Customer_00263,customer_00263@email.com,+15037867512,Canada,Vancouver,2022-05-18,organic,churned,churned
264,Customer_00264,customer_00264@email.com,+19446594114,France,Lyon,2021-07-27,paid_search,high_value,active
265,Customer_00265,customer_00265@email.com,+17454962342,Canada,Toronto,2022-12-16,partnership,standard,active
266,Customer_00266,customer_00266@email.com,+14076605983,Japan,Kobe,2022-02-18,partnership,at_risk,active
267,Customer_00267,customer_00267@email.com,+19434700963,Japan,Tokyo,2022-10-13,referral,standard,active
268,Customer_00268,customer_00268@email.com,+15658080160,France,Toulouse,2021-07-14,partnership,standard,active
269,Customer_00269,customer_00269@email.com,+12372214308,Canada,Vancouver,2021-08-31,partnership,premium,active
270,Customer_00270,customer_00270@email.com,+17342352779,UK,Leeds,2021-01-21,partnership,standard,active
271,Customer_00271,customer_00271@email.com,+18916322005,France,Lyon,2021-12-07,organic,standard,active
272,Customer_00272,customer_00272@email.com,+12123265537,USA,Chicago,2021-02-13,organic,standard,active
273,Customer_00273,customer_00273@email.com,+12911047815,Germany,Munich,2022-05-24,direct,at_risk,active
274,Customer_00274,customer_00274@email.com,+13461744198,UK,Birmingham,2021-08-30,social_media,standard,active
275,Customer_00275,customer_00275@email.com,+19306528570,India,Bangalore,2021-04-22,organic,high_value,active
276,Customer_00276,customer_00276@email.com,+16338565994,Germany,Hamburg,2022-07-03,paid_search,standard,active
277,Customer_00277,customer_00277@email.com,+12367704871,India,Mumbai,2021-08-04,referral,standard,active
278,Customer_00278,customer_00278@email.com,+15256292393,UK,London,2022-12-17,paid_search,at_risk,active
279,Customer_00279,customer_00279@email.com,+19069099107,UK,Birmingham,2022-07-16,partnership,premium,active
